CCI,Control,Pub,
CCI-001582,CA-7_(2),NIST_SP_800-53,
CCI-001583,CA-7_(2),NIST_SP_800-53,
CCI-000283,CA-7_(2),NIST_SP_800-53,
CCI-000284,CA-7_(2),NIST_SP_800-53,
CCI-000285,CA-7_(2),NIST_SP_800-53,
CCI-001681,CA-7_(2),NIST_SP_800-53,
CCI-001582,CA-7_(2).1_(i),NIST_SP_800-53A,
CCI-001583,CA-7_(2).1_(i),NIST_SP_800-53A,
CCI-000283,CA-7_(2).1_(ii),NIST_SP_800-53A,
CCI-000284,CA-7_(2).1_(ii),NIST_SP_800-53A,
CCI-000285,CA-7_(2).1_(ii),NIST_SP_800-53A,
CCI-002086,CA-7_(3),NIST_SP_800-53_Revision_4,
CCI-001581,CA-7_a,NIST_SP_800-53,
CCI-000275,CA-7_a,NIST_SP_800-53,
CCI-000276,CA-7_a,NIST_SP_800-53,
CCI-002087,CA-7_a,NIST_SP_800-53_Revision_4,
CCI-000277,CA-7_b,NIST_SP_800-53,
CCI-000278,CA-7_b,NIST_SP_800-53,
CCI-002088,CA-7_b,NIST_SP_800-53_Revision_4,
CCI-002089,CA-7_b,NIST_SP_800-53_Revision_4,
CCI-000279,CA-7_c,NIST_SP_800-53,
CCI-000279,CA-7_c,NIST_SP_800-53_Revision_4,
CCI-000280,CA-7_d,NIST_SP_800-53,
CCI-000281,CA-7_d,NIST_SP_800-53,
CCI-002090,CA-7_d,NIST_SP_800-53_Revision_4,
CCI-002091,CA-7_e,NIST_SP_800-53_Revision_4,
CCI-002092,CA-7_f,NIST_SP_800-53_Revision_4,
CCI-001581,CA-7_g,NIST_SP_800-53_Revision_4,
CCI-000280,CA-7_g,NIST_SP_800-53_Revision_4,
CCI-000281,CA-7_g,NIST_SP_800-53_Revision_4,
CCI-001681,CA-7(2).1_(i),NIST_SP_800-53A,
CCI-000274,CA-7.1_(i),NIST_SP_800-53A,
CCI-000281,CA-7.1_(ii),NIST_SP_800-53A,
CCI-001581,CA-7.1_(iii),NIST_SP_800-53A,
CCI-000275,CA-7.1_(iv),NIST_SP_800-53A,
CCI-000276,CA-7.1_(iv),NIST_SP_800-53A,
CCI-000277,CA-7.1_(iv),NIST_SP_800-53A,
CCI-000278,CA-7.1_(iv),NIST_SP_800-53A,
CCI-000279,CA-7.1_(iv),NIST_SP_800-53A,
CCI-000280,CA-7.1_(iv),NIST_SP_800-53A,
CCI-002093,CA-8,NIST_SP_800-53_Revision_4,
CCI-002094,CA-8,NIST_SP_800-53_Revision_4,
CCI-002095,CA-8,NIST_SP_800-53_Revision_4,
CCI-002096,CA-8_(1),NIST_SP_800-53_Revision_4,
CCI-002097,CA-8_(2),NIST_SP_800-53_Revision_4,
CCI-002098,CA-8_(2),NIST_SP_800-53_Revision_4,
CCI-002099,CA-8_(2),NIST_SP_800-53_Revision_4,
CCI-002100,CA-9_(1),NIST_SP_800-53_Revision_4,
CCI-002101,CA-9_(a),NIST_SP_800-53_Revision_4,
CCI-002102,CA-9_(a),NIST_SP_800-53_Revision_4,
CCI-002103,CA-9_(b),NIST_SP_800-53_Revision_4,
CCI-002104,CA-9_(b),NIST_SP_800-53_Revision_4,
CCI-002105,CA-9_(b),NIST_SP_800-53_Revision_4,
CCI-000387,CM-_7(3).1_(i),NIST_SP_800-53A,
CCI-001584,CM-1,NIST_SP_800-53,
CCI-000286,CM-1,NIST_SP_800-53,
CCI-000287,CM-1_a,NIST_SP_800-53,
CCI-000288,CM-1_a,NIST_SP_800-53,
CCI-000289,CM-1_a,NIST_SP_800-53,
CCI-000287,CM-1_a_1,NIST_SP_800-53_Revision_4,
CCI-001820,CM-1_a_1,NIST_SP_800-53_Revision_4,
CCI-001821,CM-1_a_1,NIST_SP_800-53_Revision_4,
CCI-001822,CM-1_a_1,NIST_SP_800-53_Revision_4,
CCI-000290,CM-1_a_2,NIST_SP_800-53_Revision_4,
CCI-001823,CM-1_a_2,NIST_SP_800-53_Revision_4,
CCI-001824,CM-1_a_2,NIST_SP_800-53_Revision_4,
CCI-001825,CM-1_a_2,NIST_SP_800-53_Revision_4,
CCI-000290,CM-1_b,NIST_SP_800-53,
CCI-000291,CM-1_b,NIST_SP_800-53,
CCI-000292,CM-1_b,NIST_SP_800-53,
CCI-000286,CM-1_b_1,NIST_SP_800-53_Revision_4,
CCI-000289,CM-1_b_1,NIST_SP_800-53_Revision_4,
CCI-001584,CM-1_b_2,NIST_SP_800-53_Revision_4,
CCI-000292,CM-1_b_2,NIST_SP_800-53_Revision_4,
CCI-000287,CM-1.1_(i)_(ii),NIST_SP_800-53A,
CCI-000288,CM-1.1_(iii),NIST_SP_800-53A,
CCI-000290,CM-1.1_(iv)_(v),NIST_SP_800-53A,
CCI-000291,CM-1.1_(vi),NIST_SP_800-53A,
CCI-000286,CM-1.2_(i),NIST_SP_800-53A,
CCI-000289,CM-1.2_(ii),NIST_SP_800-53A,
CCI-001584,CM-1.2_(iii),NIST_SP_800-53A,
CCI-000292,CM-1.2_(iv),NIST_SP_800-53A,
CCI-001734,CM-10_(1),NIST_SP_800-53_Revision_4,
CCI-001735,CM-10_(1),NIST_SP_800-53_Revision_4,
CCI-001726,CM-10_a,NIST_SP_800-53_Revision_4,
CCI-001727,CM-10_a,NIST_SP_800-53_Revision_4,
CCI-001728,CM-10_a,NIST_SP_800-53_Revision_4,
CCI-001729,CM-10_a,NIST_SP_800-53_Revision_4,
CCI-001730,CM-10_b,NIST_SP_800-53_Revision_4,
CCI-001731,CM-10_b,NIST_SP_800-53_Revision_4,
CCI-001802,CM-10_b,NIST_SP_800-53_Revision_4,
CCI-001803,CM-10_b,NIST_SP_800-53_Revision_4,
CCI-001732,CM-10_c,NIST_SP_800-53_Revision_4,
CCI-001733,CM-10_c,NIST_SP_800-53_Revision_4,
CCI-001810,CM-11_(1),NIST_SP_800-53_Revision_4,
CCI-001811,CM-11_(1),NIST_SP_800-53_Revision_4,
CCI-001812,CM-11_(2),NIST_SP_800-53_Revision_4,
CCI-001804,CM-11_a,NIST_SP_800-53_Revision_4,
CCI-001805,CM-11_a,NIST_SP_800-53_Revision_4,
CCI-001806,CM-11_b,NIST_SP_800-53_Revision_4,
CCI-001807,CM-11_b,NIST_SP_800-53_Revision_4,
CCI-001808,CM-11_c,NIST_SP_800-53_Revision_4,
CCI-001809,CM-11_c,NIST_SP_800-53_Revision_4,
CCI-000293,CM-2,NIST_SP_800-53,
CCI-000293,CM-2,NIST_SP_800-53_Revision_4,
CCI-000294,CM-2,NIST_SP_800-53,
CCI-000294,CM-2,NIST_SP_800-53_Revision_4,
CCI-000295,CM-2,NIST_SP_800-53,
CCI-000295,CM-2,NIST_SP_800-53_Revision_4,
CCI-000296,CM-2_(1)_(a),NIST_SP_800-53,
CCI-000296,CM-2_(1)_(a),NIST_SP_800-53_Revision_4,
CCI-001497,CM-2_(1)_(a),NIST_SP_800-53,
CCI-001497,CM-2_(1)_(a),NIST_SP_800-53_Revision_4,
CCI-001585,CM-2_(1)_(b),NIST_SP_800-53,
CCI-001585,CM-2_(1)_(b),NIST_SP_800-53_Revision_4,
CCI-000297,CM-2_(1)_(b),NIST_SP_800-53,
CCI-000297,CM-2_(1)_(b),NIST_SP_800-53_Revision_4,
CCI-000298,CM-2_(1)_(c),NIST_SP_800-53,
CCI-000298,CM-2_(1)_(c),NIST_SP_800-53_Revision_4,
CCI-000299,CM-2_(1)_(c),NIST_SP_800-53,
CCI-000299,CM-2_(1)_(c),NIST_SP_800-53_Revision_4,
CCI-001585,CM-2_(1).1_(i),NIST_SP_800-53A,
CCI-001497,CM-2_(1).1_(i),NIST_SP_800-53A,
CCI-000296,CM-2_(1).1_(ii),NIST_SP_800-53A,
CCI-000297,CM-2_(1).1_(ii),NIST_SP_800-53A,
CCI-000298,CM-2_(1).1_(ii),NIST_SP_800-53A,
CCI-000299,CM-2_(1).1_(ii),NIST_SP_800-53A,
CCI-000300,CM-2_(2),NIST_SP_800-53,
CCI-000300,CM-2_(2),NIST_SP_800-53_Revision_4,
CCI-000301,CM-2_(2),NIST_SP_800-53,
CCI-000301,CM-2_(2),NIST_SP_800-53_Revision_4,
CCI-000302,CM-2_(2),NIST_SP_800-53,
CCI-000302,CM-2_(2),NIST_SP_800-53_Revision_4,
CCI-000303,CM-2_(2),NIST_SP_800-53,
CCI-000303,CM-2_(2),NIST_SP_800-53_Revision_4,
CCI-000300,CM-2_(2).1,NIST_SP_800-53A,
CCI-000301,CM-2_(2).1,NIST_SP_800-53A,
CCI-000302,CM-2_(2).1,NIST_SP_800-53A,
CCI-000303,CM-2_(2).1,NIST_SP_800-53A,
CCI-000304,CM-2_(3),NIST_SP_800-53,
CCI-000304,CM-2_(3),NIST_SP_800-53_Revision_4,
CCI-001736,CM-2_(3),NIST_SP_800-53_Revision_4,
CCI-000304,CM-2_(3).1,NIST_SP_800-53A,
CCI-000305,CM-2_(4)_(a),NIST_SP_800-53,
CCI-000306,CM-2_(4)_(a),NIST_SP_800-53,
CCI-000307,CM-2_(4)_(b),NIST_SP_800-53,
CCI-000305,CM-2_(4).1_(i),NIST_SP_800-53A,
CCI-000306,CM-2_(4).1_(i),NIST_SP_800-53A,
CCI-000307,CM-2_(4).1_(ii),NIST_SP_800-53A,
CCI-000308,CM-2_(5)_(a),NIST_SP_800-53,
CCI-000309,CM-2_(5)_(a),NIST_SP_800-53,
CCI-000310,CM-2_(5)_(b),NIST_SP_800-53,
CCI-000308,CM-2_(5).1_(i),NIST_SP_800-53A,
CCI-000309,CM-2_(5).1_(i),NIST_SP_800-53A,
CCI-000310,CM-2_(5).1_(ii),NIST_SP_800-53A,
CCI-000311,CM-2_(6),NIST_SP_800-53,
CCI-000311,CM-2_(6),NIST_SP_800-53_Revision_4,
CCI-000312,CM-2_(6),NIST_SP_800-53,
CCI-000312,CM-2_(6),NIST_SP_800-53_Revision_4,
CCI-000311,CM-2_(6).1,NIST_SP_800-53A,
CCI-000312,CM-2_(6).1,NIST_SP_800-53A,
CCI-001737,CM-2_(7)_(a),NIST_SP_800-53_Revision_4,
CCI-001738,CM-2_(7)_(a),NIST_SP_800-53_Revision_4,
CCI-001739,CM-2_(7)_(a),NIST_SP_800-53_Revision_4,
CCI-001815,CM-2_(7)_(b),NIST_SP_800-53_Revision_4,
CCI-001816,CM-2_(7)_(b),NIST_SP_800-53_Revision_4,
CCI-000293,CM-2.1_(i),NIST_SP_800-53A,
CCI-000294,CM-2.1_(i),NIST_SP_800-53A,
CCI-000295,CM-2.1_(ii),NIST_SP_800-53A,
CCI-000322,CM-3_(1)_(a),NIST_SP_800-53,
CCI-000322,CM-3_(1)_(a),NIST_SP_800-53_Revision_4,
CCI-000323,CM-3_(1)_(b),NIST_SP_800-53,
CCI-000323,CM-3_(1)_(b),NIST_SP_800-53_Revision_4,
CCI-001742,CM-3_(1)_(b),NIST_SP_800-53_Revision_4,
CCI-000324,CM-3_(1)_(c),NIST_SP_800-53,
CCI-000324,CM-3_(1)_(c),NIST_SP_800-53_Revision_4,
CCI-001498,CM-3_(1)_(c),NIST_SP_800-53,
CCI-001498,CM-3_(1)_(c),NIST_SP_800-53_Revision_4,
CCI-000325,CM-3_(1)_(d),NIST_SP_800-53,
CCI-000325,CM-3_(1)_(d),NIST_SP_800-53_Revision_4,
CCI-000326,CM-3_(1)_(e),NIST_SP_800-53,
CCI-000326,CM-3_(1)_(e),NIST_SP_800-53_Revision_4,
CCI-002057,CM-3_(1)_(f),NIST_SP_800-53_Revision_4,
CCI-002058,CM-3_(1)_(f),NIST_SP_800-53_Revision_4,
CCI-001498,CM-3_(1).1_(i),NIST_SP_800-53A,
CCI-000322,CM-3_(1).1_(ii),NIST_SP_800-53A,
CCI-000323,CM-3_(1).1_(ii),NIST_SP_800-53A,
CCI-000324,CM-3_(1).1_(ii),NIST_SP_800-53A,
CCI-000325,CM-3_(1).1_(ii),NIST_SP_800-53A,
CCI-000326,CM-3_(1).1_(ii),NIST_SP_800-53A,
CCI-000327,CM-3_(2),NIST_SP_800-53,
CCI-000327,CM-3_(2),NIST_SP_800-53_Revision_4,
CCI-000328,CM-3_(2),NIST_SP_800-53,
CCI-000328,CM-3_(2),NIST_SP_800-53_Revision_4,
CCI-000329,CM-3_(2),NIST_SP_800-53,
CCI-000329,CM-3_(2),NIST_SP_800-53_Revision_4,
CCI-000327,CM-3_(2).1,NIST_SP_800-53A,
CCI-000328,CM-3_(2).1,NIST_SP_800-53A,
CCI-000329,CM-3_(2).1,NIST_SP_800-53A,
CCI-000330,CM-3_(3),NIST_SP_800-53,
CCI-000330,CM-3_(3),NIST_SP_800-53_Revision_4,
CCI-000331,CM-3_(3),NIST_SP_800-53,
CCI-000331,CM-3_(3),NIST_SP_800-53_Revision_4,
CCI-000330,CM-3_(3).1,NIST_SP_800-53A,
CCI-000331,CM-3_(3).1,NIST_SP_800-53A,
CCI-000332,CM-3_(3).1,NIST_SP_800-53A,
CCI-000332,CM-3_(4),NIST_SP_800-53,
CCI-000332,CM-3_(4),NIST_SP_800-53_Revision_4,
CCI-001743,CM-3_(5),NIST_SP_800-53_Revision_4,
CCI-001744,CM-3_(5),NIST_SP_800-53_Revision_4,
CCI-001745,CM-3_(6),NIST_SP_800-53_Revision_4,
CCI-001746,CM-3_(6),NIST_SP_800-53_Revision_4,
CCI-000313,CM-3_a,NIST_SP_800-53,
CCI-000313,CM-3_a,NIST_SP_800-53_Revision_4,
CCI-000314,CM-3_b,NIST_SP_800-53,
CCI-000314,CM-3_b,NIST_SP_800-53_Revision_4,
CCI-001740,CM-3_b,NIST_SP_800-53_Revision_4,
CCI-000315,CM-3_c,NIST_SP_800-53,
CCI-001741,CM-3_c,NIST_SP_800-53_Revision_4,
CCI-000316,CM-3_d,NIST_SP_800-53,
CCI-000317,CM-3_d,NIST_SP_800-53,
CCI-001819,CM-3_d,NIST_SP_800-53_Revision_4,
CCI-000316,CM-3_e,NIST_SP_800-53_Revision_4,
CCI-000318,CM-3_e,NIST_SP_800-53,
CCI-002056,CM-3_e,NIST_SP_800-53_Revision_4,
CCI-001586,CM-3_f,NIST_SP_800-53,
CCI-000318,CM-3_f,NIST_SP_800-53_Revision_4,
CCI-000319,CM-3_f,NIST_SP_800-53,
CCI-000320,CM-3_f,NIST_SP_800-53,
CCI-000321,CM-3_f,NIST_SP_800-53,
CCI-001586,CM-3_g,NIST_SP_800-53_Revision_4,
CCI-000319,CM-3_g,NIST_SP_800-53_Revision_4,
CCI-000320,CM-3_g,NIST_SP_800-53_Revision_4,
CCI-000321,CM-3_g,NIST_SP_800-53_Revision_4,
CCI-000313,CM-3.1_(i),NIST_SP_800-53A,
CCI-000314,CM-3.1_(ii),NIST_SP_800-53A,
CCI-000315,CM-3.1_(iii),NIST_SP_800-53A,
CCI-000316,CM-3.1_(iv),NIST_SP_800-53A,
CCI-000317,CM-3.1_(iv),NIST_SP_800-53A,
CCI-000318,CM-3.1_(v),NIST_SP_800-53A,
CCI-001586,CM-3.1_(vi),NIST_SP_800-53A,
CCI-000320,CM-3.1_(vi),NIST_SP_800-53A,
CCI-000321,CM-3.1_(vi),NIST_SP_800-53A,
CCI-000319,CM-3.1_(vii),NIST_SP_800-53A,
CCI-000333,CM-4,NIST_SP_800-53,
CCI-000333,CM-4,NIST_SP_800-53_Revision_4,
CCI-001587,CM-4_(1),NIST_SP_800-53,
CCI-000334,CM-4_(1),NIST_SP_800-53,
CCI-001817,CM-4_(1),NIST_SP_800-53_Revision_4,
CCI-001818,CM-4_(1),NIST_SP_800-53_Revision_4,
CCI-000334,CM-4_(1).1_(i),NIST_SP_800-53A,
CCI-001587,CM-4_(1).1_(ii),NIST_SP_800-53A,
CCI-000335,CM-4_(2),NIST_SP_800-53,
CCI-000335,CM-4_(2),NIST_SP_800-53_Revision_4,
CCI-000336,CM-4_(2),NIST_SP_800-53,
CCI-000336,CM-4_(2),NIST_SP_800-53_Revision_4,
CCI-000337,CM-4_(2),NIST_SP_800-53,
CCI-000337,CM-4_(2),NIST_SP_800-53_Revision_4,
CCI-000335,CM-4_(2).1,NIST_SP_800-53A,
CCI-000336,CM-4_(2).1,NIST_SP_800-53A,
CCI-000337,CM-4_(2).1,NIST_SP_800-53A,
CCI-000333,CM-4.1,NIST_SP_800-53A,
CCI-000338,CM-5,NIST_SP_800-53,
CCI-000338,CM-5,NIST_SP_800-53_Revision_4,
CCI-000339,CM-5,NIST_SP_800-53,
CCI-000339,CM-5,NIST_SP_800-53_Revision_4,
CCI-000340,CM-5,NIST_SP_800-53,
CCI-000340,CM-5,NIST_SP_800-53_Revision_4,
CCI-000341,CM-5,NIST_SP_800-53,
CCI-000341,CM-5,NIST_SP_800-53_Revision_4,
CCI-000342,CM-5,NIST_SP_800-53,
CCI-000342,CM-5,NIST_SP_800-53_Revision_4,
CCI-000343,CM-5,NIST_SP_800-53,
CCI-000343,CM-5,NIST_SP_800-53_Revision_4,
CCI-000344,CM-5,NIST_SP_800-53,
CCI-000344,CM-5,NIST_SP_800-53_Revision_4,
CCI-000345,CM-5,NIST_SP_800-53,
CCI-000345,CM-5,NIST_SP_800-53_Revision_4,
CCI-000346,CM-5_(1),NIST_SP_800-53,
CCI-000347,CM-5_(1),NIST_SP_800-53,
CCI-001813,CM-5_(1),NIST_SP_800-53_Revision_4,
CCI-001814,CM-5_(1),NIST_SP_800-53_Revision_4,
CCI-000346,CM-5_(1).1,NIST_SP_800-53A,
CCI-000347,CM-5_(1).1,NIST_SP_800-53A,
CCI-000348,CM-5_(2),NIST_SP_800-53,
CCI-000348,CM-5_(2),NIST_SP_800-53_Revision_4,
CCI-000349,CM-5_(2),NIST_SP_800-53,
CCI-000349,CM-5_(2),NIST_SP_800-53_Revision_4,
CCI-000350,CM-5_(2),NIST_SP_800-53,
CCI-000350,CM-5_(2),NIST_SP_800-53_Revision_4,
CCI-001826,CM-5_(2),NIST_SP_800-53_Revision_4,
CCI-000348,CM-5_(2).1_(i),NIST_SP_800-53A,
CCI-000349,CM-5_(2).1_(ii),NIST_SP_800-53A,
CCI-000350,CM-5_(2).1_(ii),NIST_SP_800-53A,
CCI-000351,CM-5_(3),NIST_SP_800-53,
CCI-000352,CM-5_(3),NIST_SP_800-53,
CCI-001747,CM-5_(3),NIST_SP_800-53_Revision_4,
CCI-001748,CM-5_(3),NIST_SP_800-53_Revision_4,
CCI-001749,CM-5_(3),NIST_SP_800-53_Revision_4,
CCI-001750,CM-5_(3),NIST_SP_800-53_Revision_4,
CCI-000351,CM-5_(3).1_(i),NIST_SP_800-53A,
CCI-000352,CM-5_(3).1_(ii),NIST_SP_800-53A,
CCI-000353,CM-5_(4),NIST_SP_800-53,
CCI-000353,CM-5_(4),NIST_SP_800-53_Revision_4,
CCI-000354,CM-5_(4),NIST_SP_800-53,
CCI-000354,CM-5_(4),NIST_SP_800-53_Revision_4,
CCI-001751,CM-5_(4),NIST_SP_800-53_Revision_4,
CCI-001752,CM-5_(4),NIST_SP_800-53_Revision_4,
CCI-000353,CM-5_(4).1_(i),NIST_SP_800-53A,
CCI-000354,CM-5_(4).1_(ii),NIST_SP_800-53A,
CCI-000355,CM-5_(5)_(a),NIST_SP_800-53,
CCI-000356,CM-5_(5)_(a),NIST_SP_800-53,
CCI-000357,CM-5_(5)_(a),NIST_SP_800-53,
CCI-000358,CM-5_(5)_(a),NIST_SP_800-53,
CCI-001753,CM-5_(5)_(a),NIST_SP_800-53_Revision_4,
CCI-001754,CM-5_(5)_(a),NIST_SP_800-53_Revision_4,
CCI-000359,CM-5_(5)_(b),NIST_SP_800-53,
CCI-000360,CM-5_(5)_(b),NIST_SP_800-53,
CCI-000361,CM-5_(5)_(b),NIST_SP_800-53,
CCI-000362,CM-5_(5)_(b),NIST_SP_800-53,
CCI-001827,CM-5_(5)_(b),NIST_SP_800-53_Revision_4,
CCI-001828,CM-5_(5)_(b),NIST_SP_800-53_Revision_4,
CCI-001829,CM-5_(5)_(b),NIST_SP_800-53_Revision_4,
CCI-001830,CM-5_(5)_(b),NIST_SP_800-53_Revision_4,
CCI-000355,CM-5_(5).1_(i),NIST_SP_800-53A,
CCI-000356,CM-5_(5).1_(i),NIST_SP_800-53A,
CCI-000357,CM-5_(5).1_(i),NIST_SP_800-53A,
CCI-000358,CM-5_(5).1_(i),NIST_SP_800-53A,
CCI-000359,CM-5_(5).1_(ii),NIST_SP_800-53A,
CCI-000360,CM-5_(5).1_(ii),NIST_SP_800-53A,
CCI-000361,CM-5_(5).1_(iii),NIST_SP_800-53A,
CCI-000362,CM-5_(5).1_(iii),NIST_SP_800-53A,
CCI-001499,CM-5_(6),NIST_SP_800-53,
CCI-001499,CM-5_(6),NIST_SP_800-53_Revision_4,
CCI-001499,CM-5_(6).1,NIST_SP_800-53A,
CCI-001500,CM-5_(7),NIST_SP_800-53,
CCI-001501,CM-5_(7),NIST_SP_800-53,
CCI-001501,CM-5_(7).1_(i),NIST_SP_800-53A,
CCI-001500,CM-5_(7).1_(ii),NIST_SP_800-53A,
CCI-000338,CM-5.1,NIST_SP_800-53A,
CCI-000339,CM-5.1,NIST_SP_800-53A,
CCI-000340,CM-5.1,NIST_SP_800-53A,
CCI-000341,CM-5.1,NIST_SP_800-53A,
CCI-000342,CM-5.1,NIST_SP_800-53A,
CCI-000343,CM-5.1,NIST_SP_800-53A,
CCI-000344,CM-5.1,NIST_SP_800-53A,
CCI-000345,CM-5.1,NIST_SP_800-53A,
CCI-000370,CM-6_(1),NIST_SP_800-53,
CCI-000370,CM-6_(1),NIST_SP_800-53_Revision_4,
CCI-000371,CM-6_(1),NIST_SP_800-53,
CCI-000371,CM-6_(1),NIST_SP_800-53_Revision_4,
CCI-000372,CM-6_(1),NIST_SP_800-53,
CCI-000372,CM-6_(1),NIST_SP_800-53_Revision_4,
CCI-002059,CM-6_(1),NIST_SP_800-53_Revision_4,
CCI-000370,CM-6_(1).1,NIST_SP_800-53A,
CCI-000371,CM-6_(1).1,NIST_SP_800-53A,
CCI-000372,CM-6_(1).1,NIST_SP_800-53A,
CCI-000373,CM-6_(2),NIST_SP_800-53,
CCI-000374,CM-6_(2),NIST_SP_800-53,
CCI-001757,CM-6_(2),NIST_SP_800-53_Revision_4,
CCI-001758,CM-6_(2),NIST_SP_800-53_Revision_4,
CCI-001759,CM-6_(2),NIST_SP_800-53_Revision_4,
CCI-000373,CM-6_(2).1_(i),NIST_SP_800-53A,
CCI-000374,CM-6_(2).1_(ii),NIST_SP_800-53A,
CCI-001589,CM-6_(3),NIST_SP_800-53,
CCI-000375,CM-6_(3),NIST_SP_800-53,
CCI-000376,CM-6_(3),NIST_SP_800-53,
CCI-000377,CM-6_(3),NIST_SP_800-53,
CCI-000378,CM-6_(3),NIST_SP_800-53,
CCI-000375,CM-6_(3).1_(i),NIST_SP_800-53A,
CCI-001589,CM-6_(3).1_(ii),NIST_SP_800-53A,
CCI-000376,CM-6_(3).1_(ii),NIST_SP_800-53A,
CCI-000377,CM-6_(3).1_(ii),NIST_SP_800-53A,
CCI-000378,CM-6_(3).1_(ii),NIST_SP_800-53A,
CCI-000379,CM-6_(4),NIST_SP_800-53,
CCI-000379,CM-6_(4).1,NIST_SP_800-53A,
CCI-001588,CM-6_a,NIST_SP_800-53,
CCI-001588,CM-6_a,NIST_SP_800-53_Revision_4,
CCI-000363,CM-6_a,NIST_SP_800-53,
CCI-000363,CM-6_a,NIST_SP_800-53_Revision_4,
CCI-000364,CM-6_a,NIST_SP_800-53,
CCI-000364,CM-6_a,NIST_SP_800-53_Revision_4,
CCI-000365,CM-6_a,NIST_SP_800-53,
CCI-000365,CM-6_a,NIST_SP_800-53_Revision_4,
CCI-000366,CM-6_b,NIST_SP_800-53,
CCI-000366,CM-6_b,NIST_SP_800-53_Revision_4,
CCI-000367,CM-6_c,NIST_SP_800-53,
CCI-000367,CM-6_c,NIST_SP_800-53_Revision_4,
CCI-000368,CM-6_c,NIST_SP_800-53,
CCI-000368,CM-6_c,NIST_SP_800-53_Revision_4,
CCI-000369,CM-6_c,NIST_SP_800-53,
CCI-000369,CM-6_c,NIST_SP_800-53_Revision_4,
CCI-001755,CM-6_c,NIST_SP_800-53_Revision_4,
CCI-001756,CM-6_c,NIST_SP_800-53_Revision_4,
CCI-001502,CM-6_d,NIST_SP_800-53,
CCI-001502,CM-6_d,NIST_SP_800-53_Revision_4,
CCI-001503,CM-6_d,NIST_SP_800-53,
CCI-001503,CM-6_d,NIST_SP_800-53_Revision_4,
CCI-000363,CM-6.1_(i),NIST_SP_800-53A,
CCI-001588,CM-6.1_(ii),NIST_SP_800-53A,
CCI-000364,CM-6.1_(iii),NIST_SP_800-53A,
CCI-000365,CM-6.1_(iii),NIST_SP_800-53A,
CCI-000366,CM-6.1_(iv),NIST_SP_800-53A,
CCI-000367,CM-6.1_(v),NIST_SP_800-53A,
CCI-000368,CM-6.1_(v),NIST_SP_800-53A,
CCI-000369,CM-6.1_(v),NIST_SP_800-53A,
CCI-001502,CM-6.1_(vi),NIST_SP_800-53A,
CCI-001503,CM-6.1_(vi),NIST_SP_800-53A,
CCI-000380,CM-7,NIST_SP_800-53,
CCI-000381,CM-7,NIST_SP_800-53,
CCI-000382,CM-7,NIST_SP_800-53,
CCI-000383,CM-7_(1),NIST_SP_800-53,
CCI-000384,CM-7_(1),NIST_SP_800-53,
CCI-000385,CM-7_(1),NIST_SP_800-53,
CCI-000384,CM-7_(1)_(a),NIST_SP_800-53_Revision_4,
CCI-001760,CM-7_(1)_(a),NIST_SP_800-53_Revision_4,
CCI-001761,CM-7_(1)_(b),NIST_SP_800-53_Revision_4,
CCI-001762,CM-7_(1)_(b),NIST_SP_800-53_Revision_4,
CCI-000383,CM-7_(1).1_(i),NIST_SP_800-53A,
CCI-000384,CM-7_(1).1_(i),NIST_SP_800-53A,
CCI-000385,CM-7_(1).1_(ii),NIST_SP_800-53A,
CCI-000305,CM-7_(2),NIST_SP_800-53,
CCI-000306,CM-7_(2),NIST_SP_800-53,
CCI-000308,CM-7_(2),NIST_SP_800-53,
CCI-000309,CM-7_(2),NIST_SP_800-53,
CCI-001590,CM-7_(2),NIST_SP_800-53,
CCI-001591,CM-7_(2),NIST_SP_800-53,
CCI-001592,CM-7_(2),NIST_SP_800-53,
CCI-001592,CM-7_(2),NIST_SP_800-53_Revision_4,
CCI-001593,CM-7_(2),NIST_SP_800-53,
CCI-001594,CM-7_(2),NIST_SP_800-53,
CCI-001595,CM-7_(2),NIST_SP_800-53,
CCI-000386,CM-7_(2),NIST_SP_800-53,
CCI-001763,CM-7_(2),NIST_SP_800-53_Revision_4,
CCI-001764,CM-7_(2),NIST_SP_800-53_Revision_4,
CCI-000305,CM-7_(2).1_(i),NIST_SP_800-53A,
CCI-000306,CM-7_(2).1_(i),NIST_SP_800-53A,
CCI-000308,CM-7_(2).1_(i),NIST_SP_800-53A,
CCI-000309,CM-7_(2).1_(i),NIST_SP_800-53A,
CCI-001590,CM-7_(2).1_(i),NIST_SP_800-53A,
CCI-001591,CM-7_(2).1_(i),NIST_SP_800-53A,
CCI-001592,CM-7_(2).1_(i),NIST_SP_800-53A,
CCI-001593,CM-7_(2).1_(i),NIST_SP_800-53A,
CCI-001594,CM-7_(2).1_(i),NIST_SP_800-53A,
CCI-001595,CM-7_(2).1_(i),NIST_SP_800-53A,
CCI-000386,CM-7_(2).1_(ii),NIST_SP_800-53A,
CCI-000387,CM-7_(3),NIST_SP_800-53,
CCI-000387,CM-7_(3),NIST_SP_800-53_Revision_4,
CCI-000388,CM-7_(3),NIST_SP_800-53,
CCI-000388,CM-7_(3),NIST_SP_800-53_Revision_4,
CCI-000388,CM-7_(3).1_(ii),NIST_SP_800-53A,
CCI-001765,CM-7_(4)_(a),NIST_SP_800-53_Revision_4,
